,SMILES,Price_EUR_10g
100589,FC(F)(F)c1cccnc1Cl,30
100592,Cc1ccc(C(=O)c2ccccc2)cc1,21
100595,CC(=O)N1CCNCC1,35
100602,CC(C)C(N)=O,30
100605,Nc1cccc(S(=O)(=O)O)c1,30
100611,CCC(N)=O,30
100612,COC(=O)c1ccc(CBr)cc1,30
100620,COC(=O)C(C)N.Cl,30
100621,COC(=O)c1cc(N)ccc1Cl,68
100625,OCc1ccc(Cl)nc1,48
100626,Nc1cc(F)c(F)cc1[N+](=O)[O-],38
100635,O=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,26
100636,C1OCC2OC12,45
100638,COC(C)(C)CC(C)=O,43
100644,COC(=O)c1c(F)c(F)c(F)c(F)c1F,21
100657,CC(=O)Nc1cccc(O)c1,30
100674,Nc1ccc(Br)nc1Cl,89
100681,CC1NCCc2ccccc21.Cl,24
100692,COC(=O)c1cc(N)ccc1C,45
100727,O=C(O)c1ccc(S)cc1,89
100737,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](O)[C@@H](O)[C@@H]1O.O=S(=O)(O)O,30
100738,O=C(NC(Cc1cc(=O)[nH]c2ccccc12)C(=O)O)c1ccc(Cl)cc1,91
100760,Cl.Cl.NOCCON,48
100773,O=Cc1ccc(Br)cc1F,30
100797,CC(=O)CC(=O)N1CCOCC1,45
100798,CC(C)(C)NC(=O)CCl,57
100804,CC(C)CN=C=S,49
100817,CCCCCCCCCCCCCCCCO,30
100820,C#Cc1ccccc1,30
100842,N#Cc1ccccc1-c1ccc(CBr)cc1,30
100847,Clc1ncnc2ccsc12,43
100870,CN(C)C1CCNCC1,74
100920,N[C@H](C(=O)O)c1ccc(F)cc1,69
100930,O=[N+]([O-])c1cnc(Cl)c(Cl)c1,49
100956,Cc1cc(O)ncc1Br,64
101011,C#CC(=C)C,67
101022,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,49
101029,Clc1cc(Cl)c(Cl)nn1,61
101057,CSc1nc(Cl)cc(Cl)n1,30
101061,FC(F)(F)Oc1ccc(CBr)cc1,30
101111,N#Cc1ccc(O)c(O)c1,44
101117,CCNc1ccc2ccccc2c1,39
101240,O=c1[nH]nc(Br)c(=O)[nH]1,91
101247,Cc1cccc(C=O)c1C,44
101439,COc1ccccc1OCC(O)COC(N)=O,31
101461,O=Cc1ccc(O)c([N+](=O)[O-])c1,30
101463,CNCCOc1ccccc1,95
101500,COC(=O)C(C)=O,30
101512,Cl.O=C(O)Cn1ccnc1,30
101653,CCC(C)(C)c1ccc(S(=O)(=O)Cl)cc1,85
101675,N#Cc1cc([N+](=O)[O-])ccc1F,30
101679,CCc1ccc(O)c(OC)c1,30
101684,CC(C)(C)OC(=O)c1ccnc(Cl)c1,76
101688,CC(=O)c1cc([N+](=O)[O-])ccc1O,49
101691,C=CC(C)C#N,38
101692,OCc1cncs1,30
101711,O=C(O)c1cc(S(=O)(=O)Cl)ccc1O,90
101734,Cc1ccc(C#N)c(=O)[nH]1,44
101745,Nc1cccc(Cl)n1,30
101763,Nc1ccc(C(=O)NCCO)cc1,42
101783,COC(=O)c1ccc(N)c(Cl)c1.Cl,63
101798,Cl.NCCc1cc(Cl)ccc1Cl,95
101858,NC1CCCCCCC1,43
101895,CCc1ccc(CCO)nc1,30
101931,O=C(O)c1ccc(F)c(S(=O)(=O)Cl)c1,35
101947,NCc1cnccn1,76
101953,Cl.NCC1CCOC1,51
102028,Nc1ccc(Cl)c(Br)c1,64
102036,O=C=NCc1ccccc1,69
102037,COC(=O)c1cc(F)cc([N+](=O)[O-])c1C,43
102117,COC(=O)/C=C/c1cc(OC)c(OC)c(OC)c1,39
102178,CC(=O)C1=C(O)[C@@]2(C)C(=CC1=O)Oc1c(C(C)=O)c(O)c(C)c(O)c12,58
102209,C(=N/Cc1ccccc1)\c1ccccc1,74
102240,O=S(=O)(Cl)c1ccc(F)cc1Br,50
102254,CC(C)(C)CO,60
102258,c1ccc(P(CCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,30
102305,N#Cc1ccc(F)cc1I,82
102306,Cc1cc(C#N)ccc1[N+](=O)[O-],87
102363,COC(=O)CCBr,30
102754,Fc1c(Br)cccc1C(F)(F)F,70
102773,O=C(O)COc1cc(Cl)ccc1Br,21
102796,O=C(N[C@H](Cc1ccccc1)C(=O)O)OCC1c2ccccc2-c2ccccc21,30
102811,CSCC[C@@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,21
102837,NC(=O)CC[C@@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,78
102867,COC(=O)[C@H](CC(=O)O)NC(=O)OCC1c2ccccc2-c2ccccc21,71
102964,COC(=O)CC[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,22
102985,CC(C)(C)OC(=O)c1ccccc1C(=O)O,79
103008,O=C(O)/C=C/C(=O)c1ccccc1,53
103054,Fc1ncccc1C(F)(F)F,48
103170,Cc1ccc([N+](=O)[O-])cc1O,30
103173,CCC(C)(C)O,30
103178,C[C@H](O)[C@@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,51
103242,Nc1ccncc1C(=O)O,43
103255,Nc1cnccc1Cl,49
103263,O=c1[nH]cc(I)c(=O)[nH]1,26
103299,Cl.O=C(O)c1ncc[nH]1,76
103300,CC1(C)OB(c2ccc(Br)cc2)OC1(C)C,47
103308,Ic1cccc2ccccc12,61
103315,COC(=O)CC[C@H](NC(=O)OC(C)(C)C)C(=O)O,30
103322,C[N+](C)(C)C.O.O.O.O.O.[OH-],26
103330,COc1cccc(O)c1F,69
103342,C/C=C/C(=O)O,30
103344,NC(=O)NCCC[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,21
103360,COC(=O)c1cc(O)c(O)c(O)c1,21
103372,CCOc1cccnn1,26
103379,Br.Br.N=C(N)SCCN,23
103384,CSc1ccccc1F,73
103458,O=C1C(Cl)=CCCN1c1ccc([N+](=O)[O-])cc1,66
103474,CC(C)(C)C(=O)OC(=O)C(C)(C)C,35
103502,O=Cc1cc(Cl)ccc1[N+](=O)[O-],49
103510,c1ccc(-c2ccncc2)cc1,79
103537,CC(=O)O[C@H](C(=O)O)c1ccccc1,31
103599,CCCCCCCCCCCC(=O)OCC,31
103603,CC1(C)OB(c2cccc(Br)c2)OC1(C)C,67
103676,C[C@@H](O)[C@H](NC(=O)OC(C)(C)C)C(=O)O,30
103679,CC(C)(C)OC(=O)N=C(NC(=O)OC(C)(C)C)n1cccn1,56
103684,C/C=C/C=C/CO,43
103763,CN(C)C(N)=O,30
103769,Cc1ccc([N+](=O)[O-])cn1,46
103771,O=C(O)c1ccc([N+](=O)[O-])s1,51
103802,CC1(C)OB(c2ccccc2F)OC1(C)C,48
103814,COc1cc(I)ccc1Br,83
103855,Nc1ccc(O)cc1.Nc1ccc(O)cc1.O=S(=O)(O)O,26
103856,c1ccc(-c2nc(-c3ccccc3)c(-c3ccccc3)[nH]2)cc1,30
103872,OB(O)c1ccc(Oc2ccccc2)cc1,31
103876,C/C(=C\C(=O)O)C(=O)O,78
103877,O=C[C@H](O)[C@@H](O)[C@H](O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H](O)CO,26
103948,Sc1nc2cc(Cl)ccc2o1,21
103998,Cc1n[nH]c(C)n1,49
104067,Nc1ccc(C(=O)[O-])c(O)c1.O.O.[Na+],26
104068,Cl.Cl.NC1CCN(Cc2ccccc2)CC1,30
104069,CCOC(=O)C(=O)Nc1ccccc1,34
104073,CC(=O)OCc1ccccc1,30
104093,C=Cc1scnc1C,50
104094,CC1(C)[C@H]2CC=C(CCO)[C@@H]1C2,32
104171,c1ccc2c(c1)C1=N/C2=N\c2c3ccccc3c3n2[Fe]n2/c(c4ccccc4/c2=N/C2=N/C(=N\3)c3ccccc32)=N\1,90
104174,CC(C)(C)OC(=O)N[C@H](C(=O)O)C1CCCCC1,65
104194,Cn1cnnc1S,58
104195,N#CCc1ccc(Cl)cc1Cl,30
104196,N#Cc1c(F)cccc1Cl,30
104202,CCOC(=O)c1ccc(C(=O)OCC)cc1,66
104205,Brc1csc(C2OCCO2)c1,30
104212,COc1ccc(OC)c(S(=O)(=O)Cl)c1,26
104214,C[N+](C)(C)C.[Cl-],26
104217,O=C(CCl)N1CCCCC1,51
104219,COc1ccc(N=C=O)c(OC)c1,80
104228,CCOC(=O)C(=CN(C)C)C(C)=O,64
104236,CSc1nc(C)cc(O)n1,74
104240,CCC(C)CN.Cl,56
104303,O=S(=O)([O-])CO.[Na+],39
104317,Cc1ccccc1NC(=S)Nc1ccccc1C,43
104323,C[C@@H](OCc1ccccc1)[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,37
104325,CC[C@H](C)[C@@H](C(=O)O)N(C)C(=O)OCC1c2ccccc2-c2ccccc21,56
104341,NC(=O)C(N)=O,30
104365,O=C([O-])c1nccnc1C(=O)[O-].[Na+].[Na+],30
104384,Fc1cc(Br)ccn1,81
104385,O=C1CC[C@H](CO)N1,76
104386,C=CCCCCCCCC,26
104398,COc1ccc(B(O)O)c(Cl)c1,89
104405,CC(C)(C)OC(=O)Oc1ccccc1,26
104408,COc1ccc(C(=O)O)cc1Cl,49
104419,ON=Cc1c(Cl)cccc1Cl,34
104478,C[C@@H](N)C(=O)OCc1ccccc1.Cl,21
104535,Cl.Nc1ccccc1Cl,26
104560,O=C(N[C@H](C(=O)O)C1CCCCC1)OCC1c2ccccc2-c2ccccc21,91
104605,CC1(C)OB(c2ccccc2O)OC1(C)C,50
104611,Fc1ccc(C(F)(F)F)c(Br)c1,44
104615,O=C(O)c1cc2c(Br)cccc2s1,53
104692,N#CCc1c(Cl)cccc1Cl,30
104696,Fc1cccc(Cl)n1,30
104699,CNOC.Cl,30
104721,Ic1cccs1,26
104731,Cc1cc[n+]([O-])cc1,30
104737,CCN(CC)c1ccccc1.Cl,26
104755,CCCCCCCCP(=O)(O)O,24
104798,C=CCSSC,30
104803,C(=N/N=C/c1ccccc1)\c1ccccc1,21
104818,CCCCOc1ccc(O)cc1,26
104847,C[C@@H](NC(=O)OCc1ccccc1)C(=O)O,26
104884,CC(C)(C)OC(=O)N[C@@H](CCC(=O)O)C(=O)OC(C)(C)C,68
104907,CCCCO[Ti](OCCCC)(OCCCC)OCCCC,26
104924,O=C(O)C[C@@H](NC(=O)OCc1ccccc1)C(=O)O,30
105006,Cc1cc(Cl)ccc1NC(N)=S,95
105016,C/C(C=O)=C\c1ccco1,41
105078,CCCCCCCCN(CCCCCCCC)CCCCCCCC.Cl,26
105092,Cl.NCCSCc1ccccc1,85
105135,Br[Cd]Br,30
105142,CN(C(=O)OCC1c2ccccc2-c2ccccc21)[C@@H](Cc1ccccc1)C(=O)O,61
105165,ClC/C=C/c1ccccc1,26
105171,COC(=O)c1cc(Br)cc(Br)c1,21
105205,CCOC(=O)[C@H](C)N.Cl,26
105213,N#Cc1ccc(Br)nc1,53
105221,Cl.NCc1cc(Cl)cc(Cl)c1,67
105229,Cl.NCC1CCCO1,30
105231,O=C(Cl)c1ccccn1,74
105232,NN=c1[nH][nH]c(=S)n1N,85
105235,OC1CC=CC1,94
105349,O=[Cu],26
105355,Cl.O=C(c1ccccc1)C1CCNC1,36
105356,CC(C)(C)C#C/C=C/CCl,36
105357,F[B-](F)(F)F.N#[O+],59
105454,CC(C)Nc1ccccc1,30
105495,NC(=O)CN(CC(=O)O)CC(=O)O,38
105537,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,28
105568,COc1ccc(CNC(N)=O)cc1,48
105582,CN(CC(=O)O)C(=N)N,30
105591,CCCCCC/C=C\CO,64
105658,CC(C)(C)OC(=O)N1CCCCC1CCO,68
105679,Oc1cc(Br)cc(Br)c1,74
105724,C[N+](C)(C)CCO.[Br-],30
105881,CN1CCN(c2ccc(N)cc2F)CC1,60
105896,N=C(N)Nc1nc2ccccc2[nH]1,32
105906,CC1CCC(C(C)C)C(O)C1,33
105907,CC1CCC(N)CC1,64
105908,COC(=O)CCC(N)C(=O)OC,29
106014,CC[C@@H](CO)NCCN[C@@H](CC)CO.Cl.Cl,47
106030,CC[C@@H](CO)NCCN[C@@H](CC)CO,52
106055,Cl.N[C@H]1CCCCNC1=O,71
106079,OB(O)c1cccc2c1oc1ccccc12,50
106098,COC(=O)Cc1ccc(Br)cc1Cl,96
106123,CC(C)(C)OC(=O)CC[C@H](NC(=O)OC(C)(C)C)C(=O)O,30
106155,Oc1ccc2ncccc2c1,49
106164,COc1ccc(CNN)cc1,39
106201,CCOC(=O)c1ccc(Br)cc1,26
106211,COC(=O)c1ccc(Cl)cc1,30
106250,CC(=O)NC(N)=S,21
106258,C(=N/c1ccccc1)\c1ccccc1,28
106288,CCC(C(C)=O)C(=O)OC,31
106289,COc1ccccc1OCC1CO1,35
106302,O=Cc1cc(O)ccc1O,86
106320,C/C=C/c1ccc(OC)cc1,31
106331,CC(=O)O.CC(=O)O.c1ccc(CNCCNCc2ccccc2)cc1,26
106366,CC(C)COc1ccc(CN)cc1.Cl,92
106385,Cc1ccc(F)cc1N=C=S,33
106387,CCC(C)I,26
106437,CCOC(=O)CNN.Cl.Cl,23
106491,O=C(NO)c1ccccc1,27
106500,CC1(C)OB(c2ccccc2C=O)OC1(C)C,58
106502,CCCCO[PH](=O)OCCCC,48
106504,CCc1ccc(C=O)cc1,53
106505,CCCC(C)C=O,30
106523,CC1(C)OB(c2ccc(C=O)s2)OC1(C)C,60
106544,COc1ccc(Cl)c(B(O)O)c1,97
106550,OC(c1ccccc1)(c1ccccc1)c1ccccc1,30
106573,Cc1cc([N+](=O)[O-])ccn1,66
106583,COC(=O)CC[C@@H](NC(=O)OC(C)(C)C)C(=O)O,29
106619,CCOCCOC(C)(C)C,41
106663,CC1(C)OB(c2ccccc2)OC1(C)C,21
106671,CC1(C)OB(c2cccc(F)c2)OC1(C)C,84
106704,CNC(C)C(=O)O,30
106708,Cc1cc(O)n2ncnc2n1,29
106752,NC(=O)c1nnc[nH]1,63
106763,C[C@@H](O)CO,30
106777,COc1ccsc1,48
106780,O=[N+]([O-])c1cc[n+]([O-])cc1Br,83
106781,Oc1ccc(C(F)(F)F)cc1Br,66
106784,CON(C)C(=O)C1CCOCC1,21
106793,OCC1c2ccccc2-c2ccccc21,30
106794,Fc1cc(F)c(Br)cc1Br,96
106843,O.O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,24
106860,CN1CCCC(C(=O)O)C1,41
106869,Oc1ccc(Br)nn1,90
106941,CC1(C)OB(c2ccccc2Cl)OC1(C)C,60
106946,CC1(C)OB(c2cccc(C#N)c2)OC1(C)C,32
106953,CC1(C)OB(c2cccc(Cl)c2)OC1(C)C,66
106964,Br.O=C(CBr)c1ccncc1,90
106969,CC(=O)CC(=O)C(F)(F)C(F)(F)F,69
107019,COc1ccc(OC)c(CN2CCNCC2)c1,51
107022,Clc1nccc2ccccc12,86
107056,Ic1cccc(I)c1,30
107069,Cc1ccc(N)cc1.Cl,26
107072,OCc1ccc(C(F)(F)F)cc1,26
107075,CCCCCCCCN(CCCCCCCC)CCCCCCCC,26
107077,Brc1csc2ccccc12,69
107144,OCCCCCCCCCO,30
107149,COc1cscc1OC,59
107166,O=C(O)Cc1ccc(F)cc1Cl,33
107169,OCCCc1ccccn1,89
107181,C[PH](C)=O,65
107210,N#CCC1=CCCC1,43
107271,O=[N+]([O-])c1ccccc1CO,26
107301,CCCCCOC(=O)Cl,83
107451,N#Cc1ccc(Br)cc1O,66
107474,CC1(C)OB(c2cccc(C(=O)O)c2)OC1(C)C,54
107478,Cc1nc[nH]c1C=O,88
107489,O=C(O)/C=C/c1ccccc1,30
107495,OCc1ccc(O)c(Br)c1,71
107583,Cl.N[C@@H](CO)C(=O)OCc1ccccc1,60
107584,O=C([O-])c1nc(=O)[nH]c(=O)[nH]1.[K+],49
107642,Cc1ccc2c(c1)NC(C)(C)CC2C,85
107662,O=[N+]([O-])c1cc(Cl)c(Cl)c(Cl)c1,48
107780,CCCCCCCC/C=C\CCCCCCCC(=O)OCC,26
107786,Cl.O=C(O)CCP(CCC(=O)O)CCC(=O)O,76
107800,C=CCCC,30
107809,O=Cc1ccc(Br)cc1,30
107884,N=C(N)SCCCS(=O)(=O)O,29
107896,Cc1cccc(C)c1C#N,48
107938,O=C(Cl)c1cccc(F)c1F,39
107950,CC1(C)OB(c2cccnc2Cl)OC1(C)C,65
107972,Cc1ncc([N+](=O)[O-])n1CC(C)O,30
108021,CCC(=O)OC,30
108022,Clc1ccc(I)c(Cl)n1,58
108038,COC(=O)CC(C)C,26
108057,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],30
108144,NCCCNCCCCNCCCN,93
108147,CCNCc1ccc(F)cc1.Cl,86
108158,O=[N+]([O-])c1ccc2[nH]ccc2c1,26
108192,CC(C#N)c1ccccc1,41
108248,CCOC(=O)c1cn2ccccc2n1.Cl,79
108303,Cc1nn(C)c(C)c1B1OC(C)(C)C(C)(C)O1,64
108304,Cc1ccc(I)cc1F,49
108418,CSc1nc(O)cc(C(F)(F)F)n1,92
108426,O=C(O)C(CBr)CBr,75
108440,c1ccc(Nc2cccc3ccccc23)cc1,26
108454,CC(C)OP(=O)(CP(=O)(OC(C)C)OC(C)C)OC(C)C,54
108459,CC(C)(C)OC(=O)N[C@@H](CC(=O)O)C(=O)OC(C)(C)C,53
108515,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,73
108542,CC(=O)N1CCOC1=O,85
108708,CCNC(=O)CC[C@H](N)C(=O)O,39
108819,Cl.NC(=O)[C@@H](N)Cc1ccc(O)cc1,53
108864,COc1ccc(Br)cc1[N+](=O)[O-],40
108880,BrCC1CCC1,50
108947,COc1cc(Br)ccc1F,36
109016,CC(C)(C)[Si](C)(C)OCCO,40
109049,ICCCCCCCCCCI,27
109052,O=C(S)c1ccccc1,26
109068,CC1(C)OB(c2cn[nH]c2)OC1(C)C,83
109080,N#CCN=C(c1ccccc1)c1ccccc1,26
109121,O=C(O)c1ccc(C(F)(F)F)c([N+](=O)[O-])c1,56
109156,N[C@H](c1ccccc1)[C@H](N)c1ccccc1,78
109228,O=Cc1c(F)ccc(Cl)c1F,93
109351,CNC(=O)c1cc(Cl)cc(C)c1N,35
109352,C[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C(=O)O,55
109355,SCCc1cnccn1,96
109362,Fc1cc(Br)ccc1OC(F)(F)F,39
109376,O=C/C=C/c1ccccc1,30
109401,O=C1OC(=O)c2c(F)c(F)c(F)c(F)c21,42
109462,CCc1nn(C)c(C(=O)O)c1Cl,48
109467,Cl.ClCCN1CCCCCC1,23
109512,CC(C)(C)C(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)F,74
109518,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1C=O,38
109521,CC[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,75
109542,CCCC[N+](CCCC)(CCCC)CCCC.O=C([O-])O,21
109544,O=C(Nc1cccc(C(=O)O)c1)OCC1c2ccccc2-c2ccccc21,52
109574,Cl.NN1CC2CCCC2C1,76
109605,COc1cc(N=C=O)cc(OC)c1,98
109664,C[N+](C)(C)C.[F-],26
109666,BrCc1cccc(I)c1,56
109670,O=c1ccc2ccc(O)cc2[nH]1,66
109692,O=C1C[C@@H]2C=CC[C@H]12,85
109791,CCOC(=O)C(Br)Br,68
109824,CCOC(=O)Cc1ccc(N)cc1,25
109841,CC1=CC(C)C(C=O)CC1,36
109861,NCc1cc(C(F)(F)F)ccc1Cl,94
109867,Cc1ccc(CBr)cc1F,67
109873,COc1cc(CO)cc(OC)c1Br,63
109908,COC(=O)C(C)C(=O)OC,74
110029,Cc1ncc(CO)c(CN)c1O.Cl.Cl,38
110043,CC(=O)Nc1ccc(S(C)(=O)=O)cc1,93
110164,CC1COS(=O)(=O)O1,89
110170,Cc1cc(Cl)c(C)cc1N,94
110186,O=C([O-])c1cc(O)ccc1[N+](=O)[O-].[Na+],91
110204,N#C/C=C/c1ccccc1,26
110264,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,90
110289,CC(C)(C)SC[C@H](N)C(=O)O.Cl,90
110303,O=S(=O)(Cl)c1c(F)cccc1F,35
110311,Cc1cc(F)ccc1I,30
110314,C=CC(=O)NCCO,26
110382,Nc1ccc(F)c(Cl)c1F,90
110383,CC(C)CCC(C)O,80
110438,O=C(O)CC[C@@H](NC(=O)OCc1ccccc1)C(=O)O,50
110458,O=C(O)/C=C/CCCCCCCO,67
110479,CC(C)(C)OC(=O)N1CCN(CCCO)CC1,95
110523,Cc1c(O)c(=O)ccn1C,69
110547,O=Cc1ccnc(Br)c1,94
110573,COC(=O)c1cc(Cl)cc(C(=O)OC)n1,93
110574,c1ccc(P(c2ccccc2)c2ccccn2)cc1,41
110625,Cc1cc(C)cc(CO)c1,90
110735,Oc1ccc(Br)c(F)c1F,54
110737,Brc1cnc2cccnn12,90
110738,N#CCCn1cccc1,81
110839,CCCCOc1ccc(S(=O)(=O)Cl)cc1,63
110867,COc1ccc([C@@H](C)N)cc1,90
110876,COc1cn[nH]c(=O)c1Cl,91
110910,OCc1ccc(F)cc1Cl,30
110914,OCc1cc(F)ccc1F,38
110916,OCc1ccc(F)cc1F,33
110917,OCc1ccc(F)c(F)c1,26
110918,NCc1ccc(F)cc1Cl,33
110990,C=CC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],21
111033,COC(=O)c1cccc([N+](=O)[O-])c1O,61
111104,COC(=O)[C@H]1CC[C@H](N)CC1.Cl,99
111154,c1ccc(-c2cnc(-c3ccc(-c4ncc(-c5ccccc5)o4)cc3)o2)cc1,45
111158,CCc1nc(C)c(C=O)[nH]1,97
111164,Cc1cc([N+](=O)[O-])cnc1Br,39
111211,COc1ccc(C(N)CC(=O)O)cc1OC,73
111215,COC(C)OC,31
111223,NCCc1ccc(Cl)c(Cl)c1,90
111277,COC(=O)C12CCC(C(=O)O)(CC1)CC2,73
111280,O=Cc1ccc(Cl)c(C(F)(F)F)c1,50
111345,CC(=O)c1cccn1C,35
111348,[Br-].c1ccc([P+](CC2OCCO2)(c2ccccc2)c2ccccc2)cc1,38
111356,NC(=O)C1CCOCC1,82
111366,Nc1ccnn1CCO,46
111385,NCCNCCO,30
111442,Cl.NNc1ccc(I)cc1,71
111451,Fc1cc(I)ccc1Br,39
111531,O=C(O)C=Cc1ccc(O)cc1,26
111536,C#CCCCC,53
111540,O=C(O)/C=C/c1cccnc1,24
111550,O=C(N[C@H](CC1CCCCC1)C(=O)O)OCC1c2ccccc2-c2ccccc21,53
111655,OCC(CO)c1ccccc1,25
111683,Oc1cc(Br)cc(C(F)(F)F)c1,96
111731,COC(=O)c1cccc(B(O)O)c1,39
111732,CC(O)c1cccc(OC(F)(F)F)c1,85
111751,CCc1cccc(CC)c1N=C=S,73
111753,O=C1c2ccccc2C(=O)N1CCl,28
111754,CC(=O)OC(OC(C)=O)c1ccc([N+](=O)[O-])o1,30
111758,O=C(CCl)c1ccc(O)c(O)c1,30
111759,O=C=Nc1ccc(Cl)cc1Cl,37
111824,N#CCCOCC(COCCC#N)OCCC#N,49
111829,O=Cc1ccsc1,30
111831,CCNC1CCCCC1,26
111832,CCI,30
111833,c1ccc2c(c1)CCOC2,30
111855,CCOC(=O)C(C#N)=NO,30
111862,CCn1c(-c2ccccc2)cc2ccccc21,49
111863,Cc1[nH]oc(=NS(=O)(=O)c2ccc(N)cc2)c1C,31
111871,O=C(CCl)c1ccc(Cl)cc1,25
111890,Brc1cccc2ccncc12.Cl,79
111905,CC(C)(C)NS(=O)(=O)c1ccc(Cl)s1,85
111915,Nc1cccnc1[N+](=O)[O-],68
111933,C#CC(C)(C)O,30
111934,SCc1ccco1,31
111935,Cc1cccc(N)c1C,26
111936,COC(=O)CC(C)=O,26
111937,Oc1ccccc1F,30
111938,CC(C)I,30
111940,CSc1ccc(Br)cc1,21
111941,O=C(O)CI,34
111942,CCC(=O)Cl,49
111943,Cc1c(N)cccc1Cl,30
111944,CC(=O)c1cccnc1,30
111945,O=C1CCCCCCC1,26
111949,NCCNCCN,30
111952,CCOC(=O)N1CCNCC1,26
111953,Cc1ccc(I)c(C)c1,26
111956,OCc1ccc(F)cc1,26
111957,O=C(CCCCl)c1ccccc1,56
112058,NCCN1CCOCC1,30
112060,CCOC(CCCN)OCC,44
112061,CC1CCCCC1O,26
112069,CC(C)CS,31
112070,CC1CCCCC1N,30
112071,COCCCN=C=S,44
112077,O=C(N=C=S)c1ccccc1,30
112078,CCCc1ccc(C(C)=O)cc1,26
112079,CCCC(C)=O,30
112080,C=COCCCC,30
112081,Oc1ccc(F)cc1Cl,30
112087,CC(=O)C(C)O,30
112088,CC(C)OC(=O)CC(=O)OC(C)C,26
112111,CC(=O)c1cc(C)cs1,67
112115,O=[N+]([O-])c1ccc(C=NO)o1,29
112116,NC(=O)CN1CCCC1=O,36
112124,CNCCCC(=O)O.Cl,35
112125,O=[N+]([O-])c1cccc(O)c1,30
112144,C[C@@H]1CNCCN1C(=O)OC(C)(C)C,83
112152,CCCCCCl,23
112156,COc1cccc(OC)c1Br,89
112163,FC(F)(F)c1cncc(Cl)c1,45
112178,C=C(C)C(=O)OCCCCCCCCCCCCCCCCCC,26
112216,Cc1nc(Br)c[nH]1,80
112226,OCc1c(F)cccc1Cl,49
112229,Nc1ncc(Cl)cc1Br,30
112249,NC1=NCCS1,33
112258,Cc1ccc(B(O)O)c(C)c1,51
112266,O=C(CC[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O)OCc1ccccc1,21
112278,COC(=O)C1CCC(C(=O)OC)CC1,26
112291,CC(C)OCCCN,26
112312,O=C1Nc2ccccc2CCC1Br,49
112366,S=C=NCCCN1CCOCC1,55
112376,O=Cc1ccc(Br)s1,36
112377,Cc1ccccc1C(=O)NN,63
112380,NNC(=O)c1ccc(Cl)cc1Cl,51
112411,SCCc1ccccc1,41
112429,Nc1cc(Br)cnc1Cl,36
112502,OC1CCCc2ccccc21,66
112505,COc1ccc(CC(=O)O)c(OC)c1,60
112506,CCCCCS,48
112507,NNC(=O)c1ccco1,33
112508,CCCC1CCC(=O)CC1,36
112509,O=Cc1ccccc1[N+](=O)[O-],30
112510,COc1ccc(C(=O)O)cc1Br,49
112513,C=C(C)OC(C)=O,30
112514,COC(=O)c1ccccc1,30
112535,FC(F)(F)C1CCCCN1,89
112568,CCOC(=O)C(Br)c1ccccc1,65
112583,CNCCCO,70
112602,Oc1ccc2nc(O)ccc2c1,45
112604,C=CCOCC=C,56
112659,CC1=CC(C)(C)Nc2ccccc21,27
112661,NCc1ncccn1,68
112666,CC(=O)c1cc2ccccc2s1,76
112668,CN(CC(=O)O)C(=O)OCc1ccccc1,33
112669,OCc1ccc(OCc2ccccc2)cc1,30
112671,CC(C)(C)[Si](C)(C)OCCBr,41
112687,CC(=O)OC(C)(C)C(=O)Cl,30
112692,CCCCNS(=O)(=O)c1ccc(C)c(N)c1,42
112699,O=C=Nc1ccc(Br)cc1,50
112744,Nc1ccccc1C(=O)c1ccccc1,30
112783,CCC1CCCCN1,70
112784,c1ccc(N2CCNCC2)nc1,30
112788,COC(=O)c1ccc(CN)cc1,39
112795,Oc1ccc(Cl)c(C(F)(F)F)c1,30
112802,N#CCC(=O)c1ccc(Br)cc1,69
