,SMILES,Price_EUR_10g
90357,OCc1ccnc(Br)c1,94
90382,O=C(O)[C@@H]1C[C@@H]2CCCC[C@@H]2N1C(=O)OCC1c2ccccc2-c2ccccc21,84
90409,O=C(N[C@@H](Cc1c[nH]cn1)C(=O)O)OCC1c2ccccc2-c2ccccc21,67
90494,O=C(O)[C@@H]1CSCN1C(=O)OCC1c2ccccc2-c2ccccc21,96
90504,Nc1cc(Br)ccc1O,45
90594,Cc1cccnc1C(=O)O,44
90596,Fc1ccc(CCl)c(F)c1,55
90604,C[C@@H](N)C(N)=O,41
90630,c1cnn2ccnc2c1,60
90631,O=C(O)c1cccc(C(=O)O)c1[N+](=O)[O-],76
90635,Cc1[nH]ncc1I,45
90637,O=Cc1c(O)cc(O)cc1O,78
90653,Nc1ccc(OC(F)(F)F)cc1C(=O)O,86
90657,CSc1cccc(Br)c1,26
90676,Brc1cccc2sccc12,53
90680,CCCOCCO,30
90698,CC(C)(C)OC(=O)N1CCC[C@H](C(=O)O)C1,44
90701,Cc1cccc(C=O)n1,63
90702,O=Cc1c(Br)cccc1Br,81
90710,OC12CC3CC(C1)CC(O)(C3)C2,25
90715,CC(=O)c1ccc(Cl)cc1F,50
90723,FC(F)(F)c1ccnc(Cl)n1,44
90753,S=C=Nc1cccnc1,60
90798,Br.NCC1CC1,83
90892,Cl.ClCCCN1CCOCC1,29
90902,O=C(O)/C=C/c1cccc(Cl)c1,21
90904,Cl.NCC(=O)CCC(=O)O,96
90931,Br.BrCc1ccncc1,80
90960,NC(=O)c1ccc(Cl)cc1N,95
91001,CC(C)(C)OC(=O)N1CCC(C(N)=O)CC1,59
91011,O=c1cc(O)c(Cl)c[nH]1,44
91052,COC(=O)[C@@H]1C[C@@H](O)CN1.Cl,30
91053,CC(C)(C)OC(=O)[C@@H](N)CCCCNC(=O)OCc1ccccc1.Cl,63
91076,CC(N)CO,30
91116,O=C(O)/C=C/c1cc(F)c(F)c(F)c1,71
91118,O=C(O)/C=C/c1ccc(-c2ccccc2)cc1,93
91124,O=C(O)/C=C/c1ccc(F)c(F)c1,31
91137,O=C(O)/C=C/c1cccc([N+](=O)[O-])c1,21
91139,COc1cccc(/C=C/C(=O)O)c1OC,21
91150,O=C(O)/C=C/c1ccc(OCc2ccccc2)cc1,70
91154,COc1ccc(Br)cc1/C=C/C(=O)O,24
91156,N#Cc1ccc(/C=C/C(=O)O)cc1,90
91170,Cc1ccccc1/C=C/C(=O)O,42
91253,COc1ccc(/C=C/C(=O)O)c(OC)c1,67
91254,COc1ccccc1/C=C/C(=O)O,21
91327,CC(C)C(C(=O)O)c1ccc(Cl)cc1,26
91405,CCCC(=O)NN,26
91409,Fc1cc(Cl)ccc1Cl,30
91414,Cc1csc2ccc(Cl)cc12,47
91439,O=C(O)c1ccc(F)c(O)c1,83
91442,O=C1C=C(c2ccccc2)C(=O)O1,93
91452,O=C(O)Cc1ccc(F)c(C(F)(F)F)c1,33
91568,O=C(NCCc1ccccc1)c1ccccc1,94
91619,O=C(O)c1ccc(S(=O)(=O)[O-])cc1.[K+],31
91664,O=C(O)Cc1ccc(Cl)cc1F,38
91692,O[C@@H]1CO[C@H]2[C@@H]1OC[C@H]2O,34
91698,CN(C)C/C=C/C(=O)O,45
91711,C=C(C)[C@H]1CC=C(C)C(=O)C1,46
91845,Nc1nc2c(ncn2CCC(CO)CO)c(=O)[nH]1,83
91870,CN1CCN(C(=O)Cl)CC1,38
91929,O[C@H]1c2ccccc2C[C@@H]1Br,85
91934,OB(O)c1cc(C(F)(F)F)ccc1Cl,50
91939,C1=Cc2ccccc2Nc2ccccc21,33
91959,CCc1ccccc1C=O,89
91966,COC(=O)C1CC(=O)C1,48
91976,O=C(N[C@@H](Cc1ccc(O)cc1)C(=O)O)OCC1c2ccccc2-c2ccccc21,25
91977,O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)OCC1c2ccccc2-c2ccccc21,30
91989,CC(C)([N+](=O)[O-])C(C)(C)[N+](=O)[O-],58
92008,COc1cc[nH]c(=O)c1C#N,30
92014,Brc1ccc2[nH]nc(I)c2c1,90
92015,Cn1nc(C(C)(C)C)cc1N,88
92026,CCC[C@H](N)C(=O)OC,49
92035,FC(F)(F)c1cccc(CBr)c1,30
92065,OCc1cccc(I)c1,71
92091,Cl.O=Cc1ccccc1N1CCCCC1,63
92102,COC(=O)[C@@H](N)C(C)C.Cl,30
92113,COC(=O)C1CNCCC1=O.Cl,50
92122,CC1(C)[C@@H]2CC[C@@]1(C)[C@H](O)C2,26
92128,OB(O)c1ccc(F)c(F)c1F,45
92132,Cl.NC[C@@H](O)CO,61
92139,CCOCC(=O)Cl,95
92163,O=Cc1ccnc(Cl)c1,65
92177,N#CN1CCOCC1,64
92255,O=C(O)c1cc(Br)cc(C(=O)O)c1,73
92260,COc1cc(C)nc(N)n1,48
92267,CCOC(=O)c1ccc(F)c(F)c1,21
92272,OCc1ccc(Cl)c(F)c1,54
92273,COc1ccccc1F,30
92293,Oc1c(F)c(F)cc(F)c1F,50
92294,Cc1cc(C)on1,30
92297,ON=C(c1ccccc1)C(O)c1ccccc1,41
92300,OCc1cccc(CO)n1,39
92301,O=c1ccc2ccc(O)cc2o1,30
92304,FC(F)(F)c1ccc(Cl)cc1Cl,21
92306,Cc1ccc(N)cc1C,26
92309,N#CCCOCCC#N,78
92310,CCCCCCC(C)O,26
92312,CC(C)(O)C(=O)c1ccccc1,30
92313,CCc1cc(CC)cc(CC)c1,35
92315,O=C(O)c1cc(O)cc(C(=O)O)c1,30
92316,O=C(O)CCCCCC(=O)O,30
92317,COc1ccc(O)c(C(=O)O)c1,46
92318,Fc1cccnc1,49
92319,SC1=NCCS1,26
92320,C1=CCCC1,31
92321,NC(CO)(CO)CO,30
92322,Cc1ccc([N+](=O)[O-])cc1C(=O)O,33
92354,COC(=O)c1ccc(F)c(O)c1,51
92422,O=C1OC(=O)[C@H]2[C@@H]1[C@@H]1C=C[C@H]2O1,30
92533,Cn1ccc2cc(Br)ccc21,89
92539,O=P(OCc1ccccc1)(OCc1ccccc1)OP(=O)(OCc1ccccc1)OCc1ccccc1,31
92576,O=S(=O)(c1ccccn1)C(F)F,76
92577,COc1cccc(C)c1C(=O)O,31
92597,O=Cc1c(F)cccc1B(O)O,83
92636,Cc1ccc2[nH]cc(CCN)c2c1.Cl,57
92643,CC1(C)OB(c2ccc(Cl)nc2)OC1(C)C,51
92659,COc1cc(C)oc(=O)c1,85
92669,CC(C)(C)OC(=O)N[C@H](Cc1ccc(Br)cc1)C(=O)O,98
92678,CC(C)N=C(NC(C)C)OC(C)(C)C,80
92700,CCC(Br)C(=O)Cl,93
92736,O=C(O)Cc1cc(F)cc(F)c1,53
92737,NCCC[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,95
92739,Nc1nc2ccc(O)cc2s1,89
92824,Cl.Nc1cccc(C(=O)O)c1N,66
92948,Brc1cnc2[nH]ncc2c1,96
92949,N#Cc1c(N)cccc1Cl,54
92954,C1CCC([PH+](CCC[PH+](C2CCCCC2)C2CCCCC2)C2CCCCC2)CC1.F[B-](F)(F)F.F[B-](F)(F)F,66
92964,COC(=O)[C@@H](N)[C@H](C)O,95
93002,CCOC(=O)C[C@@H](O)CC#N,31
93009,O=Cc1cccc(OCCO)c1,92
93026,CC(C)(C)OC(=O)C[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,30
93031,CCc1cccc(Br)c1,38
93041,OCCCCCCCCCCCBr,30
93076,COC(=O)c1ccc(F)cc1,21
93081,CN(C)CCCCl,41
93127,COCCOCCOCCO,30
93156,O.O=S(=O)([O-])CCCl.[Na+],30
93160,Cc1cc(C(=O)O)ccc1Cl,30
93176,CC(C)OC(=O)OC(C)Cl,21
93179,CCC(C)CS,84
93237,OB(O)c1ccc(C(F)(F)F)cc1F,49
93239,CC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1,36
93251,O=C(O)c1nccnc1O,38
93252,CC(=O)OCCO,40
93253,C1CSCSC1,54
93270,Ic1ccc(N2CCNCC2)cc1,60
93273,Sc1nc(-c2ccncc2)cs1,29
93286,CC(C)(C)OC(=O)N[C@@H](CC(=O)O)Cc1cc(F)c(F)cc1F,48
93291,O=[N+]([O-])/C=C/c1ccc(F)cc1,57
93294,COc1cc(N)c(Cl)cc1Cl,63
93298,CC(=O)[O-].CCCC[N+](CCCC)(CCCC)CCCC,21
93336,Nc1cc(Cl)ccc1I,54
93370,CN(C)C/C=C/C(=O)O.Cl,41
93375,C/C=C(\C)C=O,74
93393,N#Cc1ccc(F)cc1C(F)(F)F,30
93394,Nc1ccc(Cl)c(F)c1,49
93395,COc1ccccc1C,30
93399,N#Cc1ccc(Cl)cc1Cl,30
93406,Oc1ccccc1S,40
93408,O=Cc1cc(Cl)ccc1Cl,30
93413,Fc1ccc(Br)cc1F,30
93414,Fc1ccc(Br)c(F)c1F,26
93416,CC(C)(C)OC(N)=O,30
93419,Sc1ccc(Cl)c(Cl)c1,58
93425,Cl.Cl.O=C(O)[C@@H]1CNCCN1,90
93426,CC(N)C(=O)O.Cl,26
93427,O=C(O)/C=C/c1ccccc1Cl,30
93431,CC(O)CBr,26
93433,CNC(=O)c1ccc(Br)cc1,51
93451,O=Cc1ccc(F)cc1Cl,30
93452,Nc1nc(N)nc(N)n1,26
93454,Cc1cc(Cl)nc(Cl)c1,73
93455,Cl.Cl.NCCc1c[nH]cn1,26
93456,CN(C)c1cccc(Br)c1,83
93459,N#Cc1cc(Br)ccc1F,30
93463,OB(O)c1ccc(C(F)(F)F)cc1,30
93464,O=C1CCC(=O)N1CCO,44
93466,Cc1cccc(NC(N)=S)c1C,53
93467,COc1ccc(NC(N)=S)c(OC)c1,69
93468,CCC(C)(C)c1ccccc1,30
93482,Cl.NC(Cc1cccc(F)c1)C(=O)O,86
93525,CCC(=O)c1ccc(C(F)(F)F)cc1,84
93552,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,21
93568,OB(O)c1ccc(Cl)c(C(F)(F)F)c1,89
93577,CC(C)[C@H](N)C(N)=O.Cl,21
93598,N#Cc1ccnc(Cl)c1,30
93601,COC(=O)C(C)SC,79
93625,OB(O)c1c(F)cccc1F,41
93650,CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1,67
93651,O=S(=O)(OCC(F)(F)C(F)(F)F)C(F)(F)F,39
93672,C[C@@H](OC(C)(C)C)[C@H](N)C(=O)OC(C)(C)C,69
93692,CCOC(=O)[C@@H](N)[C@@H](C)CC.Cl,26
93723,O.O=[N+]([O-])[O-].O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Gd+3],51
93738,FC(F)(F)c1cccc(Cl)c1Cl,49
93743,COc1cc(C)c(Br)cc1C,82
93748,O=C(O)Cc1ccc(Cl)nc1,64
93759,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccccc12,38
93764,COC(=O)[C@H](N)C(C)C.Cl,46
93976,COC(=O)[C@@H](N)CCSC,41
94034,CCOC(=O)C(C)(C)CO,30
94038,Nc1ccc(O)c(F)c1,56
94044,CCOC(=O)C=C(C)C,34
94046,Ic1ccccn1,45
94058,CON(C)C(=O)C(F)(F)F,30
94063,Cc1cnc(O)c(N)c1,40
94089,FC(F)(F)c1cccc(CS)c1,60
94188,N#Cc1cccc(F)c1N,81
94194,COc1ccc(C(F)(F)F)cc1N,31
94236,CCCCCCS,26
94241,NS(=O)(=O)c1ccc(Br)c(F)c1,61
94315,CC(C)(C)c1ccc(CS)cc1,51
94337,N#Cc1ccc(F)cc1N,73
94341,CCCCCCCCS(=O)(=O)[O-].O.[Na+],69
94358,OC[C@@H](O)[C@@H](O)CO,26
94395,CCCC/C=C/C=O,21
94486,O=C(N[C@H](CSC(c1ccccc1)(c1ccccc1)c1ccccc1)C(=O)O)OCC1c2ccccc2-c2ccccc21,36
94507,C1CSCN1,21
94508,CC(=O)CC#N,72
94517,CCO[Si](CCCCl)(OCC)OCC,26
94528,Cc1ccc(Cl)c(N)c1,30
94553,Fc1ccc(CN2CCNCC2)cc1,42
94644,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,31
94648,COC1(OC)CC(C(=O)O)C1,81
94651,Fc1ccc(C(F)F)c(Br)c1,88
94743,C=CCC(C)C(=O)O,25
94755,CCCCOC(=O)C1=CC(=O)CC(C)(C)O1,71
94804,NC(C(=O)O)c1ccc(Cl)cc1,26
94842,COc1ncc(N)cc1Br,51
94869,COC(=O)c1cc(Br)cnc1N,54
94877,COc1cc(F)ccc1B(O)O,91
94919,COc1cc(Br)cc(F)c1F,35
94928,O=C(O)CNC(=O)CNC(=O)OCC1c2ccccc2-c2ccccc21,21
94942,Oc1cc(F)c(F)c(F)c1,30
94943,CC1(C)c2cccc(P(c3ccccc3)c3ccccc3)c2Oc2c(P(c3ccccc3)c3ccccc3)cccc21,45
94986,Nc1c(F)cc(F)cc1Br,30
94987,Brc1ccncc1.Cl,30
94988,Cl.NC1CCSC1=O,30
95033,S=C=NCc1ccc2c(c1)OCO2,38
95047,CN(C)c1cccc(CO)c1,68
95049,COc1cc([N+](=O)[O-])c(F)cc1Cl,88
95083,O=C(O)CCC1CCCC1,30
95124,CCCCCCC(Br)C(=O)OC,60
95167,COC(=O)C(=O)Cl,53
95207,O=C(OCc1ccccc1)N1CCC(O)C1,95
95214,C[N+](C)(C)C.F[B-](F)(F)F,24
95217,ClCCOP(OCCCl)OCCCl,99
95231,CC1(C)OB(c2ccc(F)cc2)OC1(C)C,28
95238,Cc1ccncc1F,68
95247,CCN(CC)CC.O=C(O)C(F)(F)F,26
95255,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C.Cl,78
95263,O=C(NO)c1ccccc1.O=C(NO[K])c1ccccc1,23
95298,CSCc1ccco1,33
95385,OCC(O)CBr,81
95387,O=C1OC(=O)c2cc(Cl)c(Cl)cc21,93
95388,Br.NCCBr,30
95428,C#CC(C)(C)Cl,89
95479,CC(C)(C)OC(=O)NC1CCN(Cc2ccccc2)CC1,48
95489,Clc1cc(Br)c(Cl)s1,49
95502,CC(=O)c1ncc(C)nc1C,86
95577,CC(C)[Si](Cl)(O[Si](Cl)(C(C)C)C(C)C)C(C)C,55
95608,C#CC(C)=O,90
95610,c1ccc(N(c2ccccc2)c2ccccc2)cc1,21
95611,CC(=O)Oc1cccc(O)c1,21
95622,FC(F)C(F)(F)Oc1ccc(Br)cc1,38
95698,Oc1cnc2[nH]ccc2c1,93
95864,CC[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,30
95865,CC[C@@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,46
95916,O=C(O)CCCNC(=O)OCC1c2ccccc2-c2ccccc21,41
95917,N=C(N)NCCC[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,38
96014,C[C@H](C(=O)O)N(C)C(=O)OC(C)(C)C,96
96110,Cc1c(OCC(F)(F)F)ccnc1CCl.Cl,34
96146,CC(C)(C)C1CCCCC1O,51
96207,Cc1ccc(Br)c(C)n1,83
96212,OC1Cc2ccccc2C1,26
96216,COc1ccc([C@H](C)N)cc1,36
96223,N#CCc1cccc([N+](=O)[O-])c1,83
96226,O=C(O)c1cccc(C(F)(F)F)c1Cl,91
96296,COc1ccccc1CCO,62
96298,COc1ccc(CCO)cc1,31
96303,CC(Br)C(=O)C(F)(F)F,78
96316,Clc1cccc2cn[nH]c12,79
96353,Cc1ncc([N+](=O)[O-])cc1Br,76
96354,O=Cc1ccc(Cl)cc1O,90
96362,Nc1cc(O)ccc1F,48
96415,O=P(O)(OCc1ccccc1)OCc1ccccc1,49
96418,O=[N+]([O-])c1ccc2nccn2c1,93
96420,O=C(Cl)C(Cl)c1ccccc1,43
96421,Oc1ccc(F)c(F)c1F,30
96425,Nc1ccc(C(F)(F)F)c(Cl)c1,81
96459,NS(=O)(=O)c1c(F)cccc1F,73
96472,C#CCOC(C)=O,59
96505,O=C(N[C@@H](CO)C(=O)O)OCC1c2ccccc2-c2ccccc21,31
96512,O=C(O)c1cc(O)cc(F)c1,71
96513,Cc1ccccc1CCO,49
96514,NS(=O)(=O)C(F)(F)F,79
96555,C1=C(c2ccccc2)CCCC1,60
96647,O=C1Nc2ccc(I)cc2C1=O,36
96651,O=Cc1c[nH]c2ccc(OCc3ccccc3)cc12,21
96657,O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,30
96700,Fc1cc(C(F)(F)F)ccc1Br,41
96706,NC(=O)NCCC[C@H](N)C(=O)O,30
96711,Cc1cc(S(N)(=O)=O)c(C)cc1Cl,90
96755,COc1ccc(N)cc1N.O=S(=O)(O)O,21
96756,CC=CC=CC=O,43
96760,CS(=O)(=O)OCCCCOS(C)(=O)=O,21
96764,Nc1cc(Cl)c(Cl)c(Cl)c1,43
96816,N[C@@H](C(=O)O)C1CCCCC1,45
96818,Nc1nc(Cl)c(N)c(Cl)n1,93
96821,CCOC(=O)C=C1CCN(C(=O)OC(C)(C)C)CC1,59
96830,CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21,89
96853,Cc1cc(O)cc(C)c1C#N,54
96855,CC(C)(C)OC(=O)CC[C@@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,58
96857,CC/C=C/C=O,59
96859,Cc1cc(C(=O)[O-])nn1C.[Na+],81
96862,CCN1CCCC(=O)C1.Cl,48
96877,Cc1c(O)cccc1F,66
96937,Cc1nc(F)ccc1[N+](=O)[O-],78
97118,CCOC(=O)[C@@H](N)CCc1ccccc1.Cl,26
97155,N[C@@H](Cc1c[nH]c2ccc(O)cc12)C(=O)O,33
97165,C=C(C)C(=O)OCCOCCOC,46
97222,COc1ccccc1P(c1ccccc1OC)c1ccccc1OC,50
97227,CO/N=C(\C(=O)O)c1csc(N)n1,26
97245,OCCCc1ccc(Cl)cc1,90
97254,O=C(Cl)OCc1ccc([N+](=O)[O-])cc1,41
97432,Oc1c(F)cc(Br)cc1F,41
97436,Fc1cc(F)cc(I)c1,45
97488,Nc1ccc(Br)c(Cl)c1F,49
97529,COc1cc(F)ccc1O,61
97574,CCOC(=O)CC1(C)OCCO1,30
97582,CC(C)(C)OC(=O)N1CCN(CCO)CC1,51
97623,NCCCC[C@H](N)C(=O)OCc1ccccc1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,78
97654,Cc1cccc(F)c1Br,66
97718,CC(=O)/C=C/C1=C(C)CCCC1(C)C,26
97730,CC(C)C[C@@H](C(=O)O)N(C)C(=O)OCC1c2ccccc2-c2ccccc21,84
97741,CC(C)C[C@@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,21
97744,O=C(O)[C@@H]1CCCCN1C(=O)OCC1c2ccccc2-c2ccccc21,60
97797,O=[N+]([O-])c1ccccc1S(=O)(=O)Cl,30
97803,N[C@@H](CC1CCCCC1)C(=O)O,69
97817,NC(=O)C[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,30
97828,FC(F)(F)c1cnc(Cl)c(Br)c1,54
97880,CN1CCN(CCO)CC1,31
97887,O=C(O)CCc1ccc(O)c(O)c1,50
97897,Nc1ncccc1C(F)(F)F,39
97899,COc1ccc(CCO)cc1OC,52
97942,COc1ccc(F)cc1O,60
97961,CON=C(C(=O)O)c1ccco1.N,33
97962,COc1ccc(C(=O)O)cc1C(F)(F)F,40
98060,NC(=S)Cc1ccc(Cl)cc1,92
98077,Oc1cc(F)c(F)cc1Br,31
98148,OCCCBr,30
98151,C=C(Br)CBr,71
98158,O=C(O)c1cccnc1O,26
98161,CC(=O)[O-].[NH4+],30
98162,Cc1cccc([N+](=O)[O-])c1C,26
98163,S=C([S-])N1CCCC1.[NH4+],21
98167,O=C1CCc2cc([N+](=O)[O-])ccc2N1,84
98225,COc1ccc(C)cc1O,54
98226,COC(=O)c1cncc(N)c1.Cl,69
98302,NC(Cc1cccc(O)c1)C(=O)O,58
98311,CC(C)(C)OC(=O)CC[C@H](N)C(=O)O,60
98312,O=C(CBr)c1ccc(Cl)cc1,26
98358,Clc1cnc(Cl)nc1,46
98434,COC(=O)c1cccc(C=O)c1,94
98448,c1ccc(CNc2ccccc2)cc1,30
98449,O=S(=O)(Cl)Cc1ccccc1,46
98450,O=C(CCl)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1,33
98464,N#Cc1ccccc1F,30
98467,COc1ccc(N)cc1F,34
98474,Cc1ccc(F)cc1C#N,41
98485,COC(=O)c1cccc([N+](=O)[O-])c1N,60
98496,COc1ccc(Cl)cc1C=O,60
98498,Cc1cc(N)ccn1,45
98502,COc1ccc(N)c(C)c1,30
98503,CN(C)CC#N,51
98581,N#Cc1cc(Br)ccc1O,31
98597,N#Cc1ccc(Cl)cc1N,51
98598,O=C(O)c1cc2ccccc2cc1O,30
98599,CC(C)CC(N)CO,70
98600,COC(=O)CC(C)O,80
98604,Oc1ccccc1OC(F)(F)F,34
98607,O=[N+]([O-])c1cc(F)c(Br)cc1F,46
98610,Nc1c(I)cc(I)c(C(=O)O)c1I,85
98611,CC(=O)c1ccc(N)c(F)c1.Cl,83
98657,CCC(C)CC(C)N.Cl,41
98675,Sc1nnc[nH]1,30
98677,Cl.ClCCN1CCOCC1,26
98678,CN(C)c1ccc(N)cc1.Cl.Cl,26
98683,Cc1ccc([N+](=O)[O-])cc1Br,30
98684,CC(C)(CO)CO,30
98685,Nc1c(Cl)c(F)nc(F)c1Cl,75
98694,NNc1c(Cl)cc(Cl)cc1Cl,21
98702,Cc1ccc(C(=O)CCC(=O)O)cc1,32
98703,CC(=O)c1sc(C)nc1C,21
98705,NC(=O)C1CCCCC1,30
98709,N#Cc1ccc(F)cc1Br,30
98712,Cl.O=C(c1ccccc1)N1CCNCC1,49
98741,CCOC(=O)C(N)CO.Cl,46
98759,[N-]=[N+]=Nc1ccc(Cl)cc1,97
98788,ClCc1cnc(Cl)s1,30
98799,CN(C)c1cncc(Cl)n1,61
98827,Cc1cc([N+](=O)[O-])cnc1O,33
98843,NNC(=O)c1cccc(F)c1,49
98844,N#Cc1ccccc1O,30
98848,Cn1c(=O)c2c(ncn2CC(=O)O)n(C)c1=O,35
98849,NC(=O)c1c(F)cccc1F,21
98858,Nc1ncc([N+](=O)[O-])s1,26
98859,O=C(O)c1ccc2c(c1)OCCO2,53
98886,O=C(NC1CCCCC1)c1cccnc1Cl,51
98913,CCOC(=O)C(NC(C)=O)C(=O)OCC,30
98915,Nc1cc(Cl)c([N+](=O)[O-])cc1O,54
98919,O=C(O)C1CCNCC1,30
98921,Cc1ccc(C(=O)O)cc1N,30
98922,COc1cc(CCC(=O)O)cc(OC)c1OC,28
98923,NCCc1ccc(S(N)(=O)=O)cc1,30
98937,CC(C)(C)OC(=O)N1C(=O)CC[C@H]1C(=O)OCc1ccccc1,31
98941,COC(=O)c1ccc(N)c(O)c1,52
98942,CC(C)S(=O)(=O)Cl,81
98947,N=C(N)C(F)(F)F,44
98950,Oc1ccccc1OCc1ccccc1,89
98953,CC(C)(C)OC(=O)N[C@@H]1CCNC1,96
98955,O=S(=O)(Cl)c1cccc(Cl)c1F,44
98956,CC(=O)Nc1cccc(-n2nnnc2S)c1,55
98960,Nc1ccc2ncccc2c1,53
98962,CC(=O)Nc1ccc(C(=O)C(C)Cl)cc1,72
98971,O=C(O)c1ccncc1F,50
98980,CNc1ccccc1[N+](=O)[O-],45
98994,CC(=O)c1cccc(F)c1,30
99020,Brc1cccc2[nH]ncc12,44
99060,Nc1ncc(C(=O)O)cc1Br,66
99106,CC(=O)c1ccc(N=C=S)cc1,62
99134,O=[N+]([O-])c1cccc(CBr)c1,30
99164,Nc1nc(=O)c2ncn(COCCO)c2[nH]1,30
99165,Oc1c(F)cccc1Cl,30
99181,O=S(=O)(Cl)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,48
99190,Cn1c(=O)c2c(ncn2CCO)n(C)c1=O,63
99192,CC[C@H](C)[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,30
99213,Cc1ccc(NC(N)=O)c(C)c1,21
99233,Cc1cc(C)n(C)n1,45
99274,CC(N)C(=O)OC(C)(C)C.Cl,43
99293,O=C1NCCSc2ccccc21,55
99319,c1ccc(Nc2ccccc2)cc1,30
99320,O=C(O)CCC(=O)c1ccc(F)cc1,25
99328,O=C1Nc2ccccc2C1=O,30
99329,Oc1ccc2ccc(O)cc2c1,30
99377,N#Cc1c(F)cc(F)cc1F,49
99390,C[C@H](O)CN,45
99393,Nc1c(Cl)cc(F)cc1Cl,63
99406,Cc1cccc(NN)c1.Cl,41
99424,Nc1cccc(C(=O)c2ccccc2)c1,30
99427,CS(=O)(=O)CC#N,75
99432,CC(C)C(=O)NN,96
99433,O=c1[nH]nnc2ccccc12,46
99434,O=C1CCC(=O)C1,60
99441,N#CCCCc1ccccc1,34
99448,C1CCN(C2CCNCC2)CC1,48
99554,Cl.N#CC1(N)CC1,90
99593,CC(C)=CC(=O)C=C(C)C,49
99634,OB(O)c1ccc(Br)nc1,66
99656,CCOC(O)C(F)(F)F,26
99662,Clc1ccc(I)c(Cl)c1,26
99675,CCOC(=O)C(=Cc1ccccc1)C(=O)OCC,30
99694,CC(C)c1cc(C(C)C)cc(C(C)C)c1,30
99728,Cc1ccc(C#N)cn1,96
99729,O=S(=O)(Cl)c1cccnc1,90
99796,CC(=O)c1ccc(F)cc1Br,55
99818,c1ccc2[nH]cnc2c1,30
99834,CC(C)(C)c1ccc(NN)cc1.Cl,81
99836,CC(C)(C)OC(=O)N1CC(CO)C1,81
99872,Cl.NNc1cc(F)cc(F)c1,39
99891,O=C1CCc2c(Br)cccc21,36
99944,Cn1ccc(=O)n(C)c1=O,30
99952,O=Cc1cc[nH]n1,55
99997,Cc1cc(N)n(-c2ccccc2)n1.Cl.Cl,30
100022,Clc1cc(Br)ccn1,30
100030,COC[C@H](C)N.Cl,85
100031,CC1(C)C(C(=O)O)C1(C)C,30
100077,Cn1cc(C=O)c2ccccc21,35
100079,COC(=O)C(=O)CC(C)=O,86
100092,COC(=O)C1(N)CC1.Cl,80
100095,N#Cc1ccc(F)nc1,96
100105,COc1c(C)cc(C(=O)O)cc1C,81
100148,CC(=O)c1ccccc1C(=O)O,50
100163,O=C(O)c1ccoc1,35
100177,C[C@@H](NC(=O)OC(C)(C)C)C(=O)O,26
100193,O=[N+]([O-])c1cc(-c2ccccc2)ccc1O,79
100194,O=C(O)CCCC(=O)c1ccc(F)cc1,26
100214,CC(C)(C)OC(=O)N1CCC(=O)C1,39
100219,Nc1nnc(-c2ccccc2Cl)s1,61
100251,CC(=O)C(C)S,65
100260,[N-]=[N+]=Nc1cccc(C(F)(F)F)c1,71
100285,NCc1ccccc1F,30
100330,FC(F)OC(F)(F)C(F)Cl,70
100341,O=c1nc(CCl)[nH][nH]1,57
100347,CNCCCN(C)C,93
100384,O=S(=O)([O-])c1ccc(Nc2ccccc2)cc1.[Na+],29
100395,Cl.NNc1nncc2ccccc12,66
100399,Cl.NC1(C(=O)O)CC1,42
100416,CCC(C)(C)C(=O)O,26
100420,Cc1nc(N)sc1C,43
100441,CC(N)=NO.Cl,21
100448,O=C(O)C1Cc2ccccc2CN1,32
100488,CCOC(=O)C(C)P(=O)(OCC)OCC,45
100542,Cc1cc(O)ccc1N,30
100548,Cl.O=[N+]([O-])c1ccc(N2CCNCC2)c(C(F)(F)F)c1,76
100554,O=C(O)CCCCCBr,30
100557,O=[N+]([O-])c1cc(F)c(F)c(F)c1,54
100588,O=C(CC(=O)C(F)(F)F)C(F)(F)F,74
